Msg,Label
""" That's all for tonight. The market will open tomorrow, and it is fair to everyone. What we need to do is stay patient, be well prepared, and seize opportunities. We will buy CAPACITE on Wednesday, and I will keep a close eye on it tomorrow. If there is any update, I will notify everyone.""",ham
Hello Your Unlimited pack MRP is expiring on2021-10-29 00:00:00.Now recharge from  home with App  Click http://bit.ly/GetMVA4,spam
 Soumya are you using laptop or desktop?,ham
 Koi Hindi bolane wala hai bhai,ham
 You got locked out ?,ham
 The trading volume is likely to increase towards the end of the session,ham
 Best part of this book is every topic got exercise at the end which you can try on packet tracer,ham
 Good noon,ham
 Thank you,ham
 Earlier it said account it blocked for pulse,ham
" In summary, the MACD indicator is very simple and practical, but it does have some drawbacks. Since moving averages reflect a stock's price changes over a previous period, MACD may not immediately generate signals in response to significant short-term price movements, leading to some lag. Therefore, when using the MACD indicator for signal and trading decisions, it is advisable to combine it with other indicators for a more comprehensive analysis",ham
"Biggest Diwali Offers@
VISHAL

Mixer Grinder 2Jar(Mrp 1599)
30%OFF- Rs 1119
ONLY TODAY
+
FREE-VIP Trolley,Duffle Bag
+
7.5% SBI Cashback
TnC",spam
 Iâll buy in now,ham
 Good evening everyone,ham
 Resetting the virtual badge will join soon,ham
" all global markets are almost our market is negative... in last two sessions, dow jones was green but our market is struggling too much...",ham
 The latest U.S. consumer price data released on Wednesday reinforced expectations that the Federal Reserve will start cutting interest rates in September.,ham
"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more, streaming NOW on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''s 501 / 701 / 901 recharges. For details  click bit.ly/ViHotstar12",spam
 A downturn is also a good buying opportunity,ham
" Riya should be very busy. She helps Professor Sohan Sharma deal with many work matters every day, and then helps friends in the group analyze stocks. But she has no complaints and is very responsible. I think she will definitely reply to you when she is done.",ham
 Good luck dialing this no though ??,ham
"Congrats 99467696XX,
Your Credit Card Of Limit Rs 500000 Is Ready for Pre-approval.T&C Apply,
Click here :  http://1kx.in/jdrQUy",spam
 Tns,ham
"Get FREE 2GB DATA on Thanks App!
Enjoy FREE 2GB data when you recharge with selected Prepaid recharges. T&C. Download Thanks App now i.airtel.in/free_2GBdata",spam
OTP is 513485 and is valid for 10 minutes. Aadhaar enrollment and Mandatory biometric updates are free.Pay only Rs.50 for other updation,spam
 Okay,ham
 Thank u,ham
GREAT VALUE DATA PACK! Now get 1GB data with Rs19 Airtel pack. Valid for 1 day. Recharge now i.airtel.in/OFFER4,spam
 I see it We should just hold onð,ham
NOT CLAIMED your 1-year ZEE5 Premium subscription with your Vi recharge yet? Activate NOW at ZERO COST. Click bit.ly/ViZee5Offer & enter your Vi no. T&C Apply,spam
"Gasolina & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive",spam
 Joining in 5mins,ham
"Lenskart Last weekend of EOSS Sale! Get upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply

Nearest Store lskt.me/u4",spam
"Data Alert! 8.73MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
 It may take some time,ham
 Hi Team,ham
 ð,ham
 ??,ham
 How can I ?,ham
 Merry Christmas to all,ham
 Yes,ham
 ðI just sold as well I think in the current market conditions making a profit is already a good outcome,ham
 Reasons for recommending this stock,ham
 Yes,ham
"Only on Vi - unused Data from Monday to Friday?  Binge and use all this Data with rollover on Sat-Sun! Know more, click bit.ly/GetViApp or dial 121369.",spam
"The Shoppers Stop Showstoppers Beauty Sale IS HERE!!!
Enjoy 4 Days of Upto 50% Off on the Hottest Brands in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS & our app.
Click bit.ly/SSWAShp & say Hi to opt-in & start shopping on WhatsApp with our Personal Shopper. T&C",spam
 Regarding the domestic market,ham
 Imtiaz facing issues ?,ham
 Hi team,ham
"Dear ,
Prize Pool- 5,00,00,000 (5 Crore).
Rs.8850 welcome bonus.
Grand Finale Tournament on Junglee Rummy!
Join Now http://1.gmg.im/bqei3P",spam
" Falling is rising, stay calm, and join me in seizing the opportunity to buy new multi-billion stocks tomorrow.",ham
"Don't miss out on FREE 2GB Data! Download and register on Airtel Thanks App today. T&C
Claim now : i.airtel.in/2gb_rc14",spam
 Yes many times trends are very similar,ham
 Today ranga was reviewing the shift handover report ask rithika,ham
 Good evening Mr Arvind Singh,ham
"Exclusive invite only for FIRST CITIZEN members.
Click bit.ly/SStprFg & Join us in this EXCLUSIVE LIVE in-store shopping experience today at 9 PM!
Find out the Best Fragrances to own or gift this festive season only at Shoppers Stop's SHOWSTOPPERS streaming directly from the store to your screens!",spam
Recharge with Rs 399 & get 1.5GB/Day + Unlimited Calls for 56Days! Enjoy nonstop Data from 12-6am+Weekdays' leftover Data on Weekends. Click bit.ly/ViRC20,spam
Alert!! Your Unlimited pack Validity will expire in 3 Days!Upgrade to Vi Bada Plans!Recharge 599=1.5GB/Day+Unlimited Calls for 84 Days.Click bit.ly/VIApp20,spam
" Hi Imtiyaz,",ham
 Any negative data now can amplify investors' fearð,ham
 Which stock we r talking about,ham
" The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't bought them yet, you can still consider making a purchase. If there are any further recommendations, I will notify everyone as soon as possible",ham
 ????,ham
"Hello! We love that you found what you were looking for at Pantaloons. Pls take a few seconds & help us know you better, click s.cplry.com/MjAyODAxOTAxKzE .",spam
" Good morning, everyone! After gathering energy for a day, let's unleash it together today",ham
 ?Siddharth left,ham
" ð°ï¸Nifty 50 rose 173 points this week, an increase of +0.71%",ham
"Buy 1 Get 3 Free!
We have mind-blowing deals @ Epic Fashion Sale
Top brands on discount | Explore & shop now with Free Shipping
http://smsd.in/bc0H1TrpB",spam
"CONGRATULATIONS! FREE 2GB data is yours!
Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR",spam
"Data Alert! 61.68MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
 Will join soon,ham
"Congratulations, you're now enjoying benefits at BEST MARKET PRICE. Continue recharging with same Airtel Pack & enjoy FREE rewards. Visit i.airtel.in/RchNow",spam
""" There are several requirements that need to be met to turn pure technical analysis into money. The first and most important is to determine when a trend begins or ends. The key to making money is to catch the trend as soon as possible. While this may seem easy in theory, making money consistently requires more work, skill and experience.""",ham
"Alert! Your Unlimited pack is expiring on 28/10/21. Recharge with
1)299:4GB/D+UL,28D
2)399:1.5GB/D+UL,56D
3)599:1.5GB/D+UL,84D
Click bit.ly/ViRC20",spam
 I tried it's not reachable,ham
 Not able to open the network options,ham
The person you were calling at 19:33 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
 Will the assistant share anything tonight?,ham
"TATA IPL is LIVE on Disney+ Hotstar Mobile! Get 1 year subscription, 2GB/day & UL calls for 28 days at Rs499.
Click i.airtel.in/CricketIPL",spam
 I will be joining late by 2- 2,ham
"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/ii3XBw Team Refyne",spam
""" Good afternoon, investors. The market has now closed, so let's do a quick summary.""",ham
 Trump has consistently shown a lack of respect for the Federal Reserve's independence,ham
"Last chance to move First Forward on shoppersstop.com & app
Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points + Bonus points bit.ly/BRP421 T&C",spam
1,ham
"This Mother's Day, find a gift for your #FirstLove
Click bit.ly/SS_MDAY shop at shoppersstop.com & Earn 10X reward points + Bonus Points bit.ly/BRP421 T&C",spam
""" In Wednesday's trading, the activity in options related to the Secured Overnight Financing Rate (SOFR) indicated that traders are unwinding bets on a 50 basis point rate cut. SOFR closely follows the Federal Reserve's policy path, and traders seem to be adjusting other dovish bets, as swap market pricing leans toward a 25 basis point rate cut rather than a 50 basis point cut. Before making these adjustments, the so-called core CPI for July (which excludes food and energy costs) increased by 3.2% year-over-year, still the lowest rate since early 2021.""",ham
" ðIf the index rises to 24,600 points today, the profits of the stocks we hold will definitely increase significantly.",ham
 Forwarded,ham
"Last Day to move First Forward this weekend on shoppersstop.com
Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points+Bonus points bit.ly/BRP421 T&C",spam
 Yes this slight movement in the US markets shouldn't affect the domestic market,ham
 à¤®à¥à¤à¤¨à¥ à¤¸à¥à¤à¥à¤à¥à¤¸ à¤¬à¥à¤ à¤¦à¤¿à¤ à¤¹à¥à¤ à¤à¤¬ à¤¦à¥à¤ªà¤¹à¤° à¤à¥ à¤¸à¤¿à¤«à¤¾à¤°à¤¿à¤¶ à¤à¤¾ à¤à¤à¤¤à¤à¤¾à¤° à¤à¤° à¤°à¤¹à¤¾ à¤¹à¥à¤I,ham
 Key Points,ham
 Trends are not lines they are directions,ham
 Restarting my laptop,ham
 Thank you for the update I've already sold,ham
 Yes,ham
"MAHA CashBack Weekend Sale@SMART Point Store,B2G1 Parle Milano 250g,B2G1 CloseUp Red Paste 300g + Assured Extra 10% CashBack,Click bit.ly/384zM6D TC",spam
 The horizontal trend is to maintain a certain fluctuation within a certain range,ham
 Thank you. I have a question,ham
 ???????????? Cool,ham
 Joined,ham
"Your best friend on your mobile - Vi WhatsApp ! Get talk time details, check balance, track Data usage & much! Click wa.me/919654297000?text=balance",spam
 Good evening sir,ham
" As you predicted, it started to rise in the afternoon.",ham
 Just now he joined,ham
"Buy 2 & Get 1 FREE On EVERYTHING.
Extra 10% discount, if Vaccinated bit.ly/2Um09nj @ UNLIMITED FASHION STORES. Watch collection : bit.ly/36MqbmD
TnC",spam
"Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 14th March.
TnC : bit.ly/3vdC7ss",spam
" ðºð¸The annual rate of the overall CPI in the United States in July was 2.9%, which was the first time it returned to below 3.0 since March 2021, slightly lower than the expected 3%, but the monthly rate rebounded from -0.1% to 0.2% as expected. At the same time, the year-on-year growth rate of the core CPI in July fell to 3.2%, and the month-on-month growth rate rebounded from 0.1% to 0.2% as expected.",ham
 How can I help you,ham
 If it closes at 555.00 today it should continue to rise tomorrow,ham
 Stock indices may still continue to fall tomorrow,ham
" Whoever wants to learn and part of this activity, please join war room",ham
 Hi Team.,ham
 ððð Wishing all investors a happy weekend.,ham
 Pls join Daily touchpoint call.  I will join lil bit late ..,ham
" Hi Team, I'll login 30 mins late",ham
""" What is the Fibonacci extension, and how do you use it? How to draw Fibonacci Extensions?""",ham
"Don't miss out on Unlimited Hellotunes,Ad-free music & more.Recharge with Rs98,get WYNK Premium for 28days, 5GB data,valid till current pack i.airtel.in/RechargeNow",spam
"LAST DAY
Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry ! 
TnC : bit.ly/3eNrGpI",spam
"Tareekh pe tareekh ab aur nahi! Na slots na tokens, get groceries in 19 min with Dunzo Daily! Get up to 50% OFF & FREE delivery. dunzo.onelink.me/jWqC/Homepage",spam
"During Vigilance Awareness Week (VAW)-2022 from 31st October to 6th November, 2022, join in DoTs endeavor for a Corruption free India for a developed Nation and take e-pledge at https://pledge.cvc.nic.in.",spam
 Awesome,ham
 Restarting my laptop,ham
 Good evening Mr. Vijay.. Happy holidays to you and your wife on this great festival,ham
 It feels like it might continue to rise,ham
"Collect ur FREE GIFT only at ur favorite UNLIMITED Fashion Store, Kammanahalli.
Visit the store now and grab your exclusive unconditional gift!
NO T&C Apply.",spam
 Ok,ham
"Durga Puja Special Offer@SMART Point Store,BOGO Bikaji Gulab Jamun 1Kg,B2G1 Bingo Potato Chilli Chip 60g,Good Life Mix Dry Fruits 500g Rs 279, bit.ly/3cbREQe TC",spam
